Extracted Attribute,Best Match,Similarity,Category
Supplier,,0.3571428571428571,office
Size,,0.25,office
Tab Position Detail,,0.21052631578947367,office
Material,material,0.875,office
Stock Thickness,,0.2666666666666667,office
Recycled Content,,0.3125,office
carton_quantity,,0.6666666666666667,office
frame_color,,0.36363636363636365,office
frame_details,,0.3125,office
additional_information,,0.40909090909090906,office
frame_material,,0.7142857142857143,office
surface_material,,0.625,office
surface_features,,0.375,office
mounting_system,,0.5333333333333333,office
installation_features,,0.2857142857142857,office
additional_features,,0.26315789473684215,office
availability,,0.6428571428571428,office
Function,,0.5833333333333333,office
Usage,,0.2857142857142857,office
surface_color,,0.3846153846153846,office
cleaning_recommendation,,0.34782608695652173,office
installation,,0.5,office
compatible_machines,,0.4736842105263158,office
support_contact,,0.2666666666666667,office
subcategory,,0.3846153846153846,office
pocket_type,,0.6666666666666667,office
format,,0.375,office
cards_per_row,,0.3529411764705882,office
special_features,,0.3125,office
Cover,,0.4,office
Page Size,,0.4,office
Columns,,0.4285714285714286,office
Lines per Page,,0.2941176470588235,office
Paper Color,,0.36363636363636365,office
Sheets per Book,,0.4117647058823529,office
Inner Packaging,,0.2666666666666667,office
connection,,0.5,office
connection_type,,0.4666666666666667,office
interface,,0.4444444444444444,office
style,,0.6,office
design_features,,0.2666666666666667,office
weight_capacity,,0.5333333333333333,office
keyboard_tray_dimensions,,0.375,office
swivel,,0.33333333333333337,office
arm_type,,0.5,office
adjustment_features,,0.368421052631579,office
wrist_support,,0.3076923076923077,office
mounting_track,,0.5714285714285714,office
paper_content,,0.5714285714285714,office
noise_reduction_rating,,0.31818181818181823,office
recommended_use,,0.2666666666666667,office
foam_type,,0.5,office
suitable_for,,0.33333333333333337,office
pack_quantity,pack_quantity,1.0,office
extension_length,,0.375,office
colors,colors,1.0,office
color_description,,0.4117647058823529,office
tab_title,,0.4,office
type_style,,0.3125,office
sheet_capacity,,0.5714285714285714,office
operating_method,,0.3125,office
number_of_holes,,0.4,office
hole_diameter,,0.35,office
base_dimensions,,0.33333333333333337,office
cut_length,,0.6,office
blade_material,,0.7857142857142857,office
blade_feature,,0.3571428571428571,office
base_thickness,,0.3571428571428571,office
base_material,,0.7692307692307692,office
base_feature,,0.3571428571428571,office
safety_features,,0.2941176470588235,office
alignment_features,,0.2777777777777778,office
base_guarantee,,0.3571428571428571,office
cutting_capacity,,0.5,office
safety_feature,,0.3529411764705882,office
additional_feature,,0.2777777777777778,office
theme,,0.4,office
surface,,0.5714285714285714,office
marker_included,,0.4,office
calendar_term,,0.3846153846153846,office
brightness,,0.4,office
modelNumber,,0.3125,office
technology,,0.4,office
suitability,,0.7142857142857143,office
sheetsPerPackage,,0.4117647058823529,office
alternateItemNumbers,,0.31999999999999995,office
surface_characteristics,,0.34782608695652173,office
sustainability,sustainability,1.0,office
clip_capacity,,0.6153846153846154,office
assembly,,0.2857142857142857,office
paper_capacity,,0.5714285714285714,office
set_quantity,,0.6923076923076923,office
ruling_direction,,0.5,office
recyclable,,0.30000000000000004,office
set,,0.4,office
punched,,0.33333333333333337,office
ruled_sides,,0.36363636363636365,office
squares_per_inch,,0.4,office
sizes,,0.25,office
note,,0.5,office
loading_type,,0.5,office
insert_sheet_size,,0.2941176470588235,office
insert_sheet_feature,,0.35,office
supplier,,0.375,office
insert_type,,0.5,office
loading_style,,0.3846153846153846,office
design_tool,,0.36363636363636365,office
